id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Negative_327,1.493,0.0,8.955,5.97,8.955,4.478,2.985,0.444,0.0,2.664,0.194,0.761,0.03,0.239,0.328,0.328,0.313,0.242,0.015,0.015,0.227,0.182,0.182,4.478,0.0,4.525,3.017,4.525,2.263,1.508,0
Positive_198,4.211,4.632,2.105,5.263,7.368,4.211,9.053,4.308,4.739,2.153,0.269,0.768,0.112,0.324,0.392,0.341,0.394,0.253,0.019,0.179,0.245,0.203,0.19,0.421,2.33,1.059,2.648,3.706,2.118,4.554,1
Negative_196,2.895,4.9,2.45,5.568,4.009,8.241,7.572,2.669,4.518,2.259,0.278,0.82,0.089,0.31,0.383,0.401,0.367,0.237,0.027,0.116,0.237,0.158,0.203,0.891,2.634,1.317,2.993,2.155,4.429,4.07,0
Negative_641,4.255,1.702,2.128,2.128,5.532,5.957,6.809,4.373,1.749,2.187,0.311,0.813,0.089,0.357,0.396,0.332,0.447,0.175,0.026,0.137,0.162,0.188,0.111,0.851,0.891,1.114,1.114,2.897,3.12,3.566,0
Negative_275,3.03,2.273,1.515,1.515,1.515,11.364,7.576,1.556,1.167,0.778,0.311,0.826,0.076,0.432,0.47,0.341,0.47,0.137,0.0,0.092,0.107,0.115,0.099,2.273,1.254,0.836,0.836,0.836,6.268,4.178,0
Positive_922,4.561,6.316,1.871,5.965,4.094,5.614,7.836,4.024,5.572,1.651,0.278,0.786,0.123,0.304,0.386,0.36,0.363,0.262,0.022,0.187,0.246,0.181,0.199,0.234,3.243,0.961,3.063,2.102,2.883,4.024,1
Negative_611,2.622,2.622,2.247,5.243,5.993,7.865,7.865,1.479,1.479,1.268,0.296,0.854,0.06,0.345,0.393,0.378,0.397,0.184,0.015,0.098,0.18,0.207,0.139,1.498,1.462,1.253,2.924,3.343,4.387,4.387,0
Positive_697,4.888,4.251,1.913,7.226,5.739,6.27,7.014,3.397,2.954,1.329,0.276,0.801,0.091,0.316,0.377,0.378,0.368,0.228,0.019,0.153,0.226,0.193,0.188,0.425,2.231,1.004,3.792,3.012,3.29,3.681,1
Positive_384,2.308,4.103,1.795,8.462,3.846,5.128,6.923,1.433,2.547,1.114,0.264,0.8,0.097,0.318,0.377,0.377,0.372,0.252,0.003,0.152,0.183,0.144,0.149,0.513,2.121,0.928,4.375,1.988,2.651,3.579,1
Positive_528,3.047,5.079,1.242,3.047,3.047,7.675,9.932,2.442,4.07,0.995,0.319,0.772,0.138,0.372,0.436,0.354,0.422,0.218,0.035,0.195,0.197,0.148,0.165,0.226,2.712,0.663,1.627,1.627,4.098,5.304,1
Positive_737,4.969,4.969,0.621,5.59,8.075,2.484,6.211,5.152,5.152,0.644,0.211,0.789,0.118,0.286,0.342,0.447,0.317,0.325,0.037,0.175,0.269,0.156,0.244,3.106,2.723,0.34,3.064,4.425,1.361,3.404,1
Positive_709,4.564,6.846,2.075,4.772,8.299,4.357,5.602,2.291,3.437,1.042,0.261,0.703,0.168,0.272,0.361,0.344,0.359,0.272,0.035,0.202,0.27,0.222,0.216,0.622,3.509,1.064,2.446,4.254,2.233,2.871,1
Positive_906,4.867,5.0,1.333,6.6,6.933,4.733,6.733,5.363,5.51,1.469,0.247,0.778,0.115,0.326,0.389,0.381,0.371,0.282,0.025,0.177,0.245,0.175,0.213,0.267,2.586,0.689,3.413,3.586,2.448,3.482,1
Positive_829,3.959,4.991,0.172,4.647,6.54,5.852,5.336,3.277,4.132,0.142,0.239,0.759,0.112,0.349,0.401,0.358,0.394,0.276,0.028,0.172,0.209,0.176,0.181,0.344,2.505,0.086,2.332,3.282,2.937,2.678,1
Negative_811,3.581,4.959,6.061,2.479,4.408,6.887,8.54,3.294,4.562,5.576,0.273,0.769,0.129,0.314,0.424,0.366,0.353,0.257,0.03,0.169,0.232,0.155,0.199,1.377,2.655,3.245,1.327,2.36,3.687,4.572,0
Positive_1163,0.617,3.704,0.0,5.864,3.086,6.481,1.852,0.567,3.401,0.0,0.204,0.719,0.148,0.327,0.364,0.414,0.377,0.285,0.034,0.189,0.238,0.189,0.207,0.617,1.745,0.0,2.763,1.454,3.054,0.873,1
Positive_76,3.2,4.533,4.0,5.867,8.533,5.333,5.6,2.985,4.229,3.731,0.229,0.789,0.096,0.357,0.443,0.339,0.392,0.278,0.021,0.155,0.222,0.128,0.193,1.867,2.411,2.127,3.12,4.538,2.836,2.978,1
Negative_1249,1.471,6.373,2.941,3.922,6.373,6.373,5.392,1.831,7.932,3.66,0.23,0.784,0.118,0.319,0.412,0.368,0.358,0.266,0.025,0.192,0.232,0.158,0.207,0.98,3.283,1.515,2.021,3.283,3.283,2.778,0
Positive_78,5.428,1.67,2.296,5.846,5.219,7.307,6.889,2.645,0.814,1.119,0.292,0.841,0.05,0.365,0.405,0.355,0.407,0.178,0.021,0.071,0.159,0.172,0.134,0.626,0.91,1.251,3.187,2.845,3.983,3.755,1
Positive_923,4.356,5.347,1.584,5.545,5.545,4.356,7.525,5.483,6.73,1.994,0.255,0.76,0.125,0.281,0.35,0.376,0.352,0.294,0.024,0.202,0.27,0.222,0.224,0.594,2.615,0.775,2.712,2.712,2.131,3.681,1
Positive_559,4.516,4.516,2.581,4.194,6.774,4.839,7.258,4.068,4.068,2.325,0.261,0.74,0.129,0.268,0.339,0.371,0.344,0.226,0.034,0.183,0.241,0.21,0.179,0.323,2.209,1.262,2.051,3.313,2.367,3.55,1
Positive_521,3.654,4.33,2.571,6.901,7.037,5.277,10.149,3.856,4.57,2.713,0.288,0.77,0.129,0.336,0.405,0.396,0.369,0.279,0.023,0.21,0.23,0.15,0.215,0.271,2.309,1.371,3.68,3.752,2.814,5.411,1
Negative_1028,7.778,7.222,1.667,2.222,3.889,14.444,6.667,3.879,3.602,0.831,0.339,0.789,0.106,0.406,0.494,0.256,0.489,0.179,0.017,0.173,0.112,0.084,0.101,1.111,3.83,0.884,1.178,2.062,7.66,3.536,0
Positive_331,2.349,5.369,1.342,5.705,7.718,2.349,4.698,2.813,6.43,1.607,0.188,0.792,0.074,0.319,0.386,0.302,0.379,0.283,0.03,0.104,0.229,0.182,0.182,3.02,2.534,0.633,2.692,3.643,1.109,2.217,1
Negative_1241,4.918,0.41,0.41,2.049,1.23,15.574,7.787,4.708,0.393,0.393,0.508,0.951,0.016,0.537,0.545,0.23,0.668,0.086,0.0,0.033,0.103,0.111,0.053,0.82,0.248,0.248,1.242,0.745,9.438,4.719,0
Positive_487,4.706,7.451,1.046,4.706,17.516,4.837,4.052,1.35,2.138,0.3,0.208,0.584,0.186,0.21,0.295,0.34,0.269,0.298,0.102,0.188,0.264,0.266,0.229,0.784,3.751,0.527,2.369,8.818,2.435,2.04,1
Negative_453,4.4,4.0,4.4,1.6,4.0,8.0,4.4,3.775,3.432,3.775,0.256,0.816,0.112,0.292,0.376,0.42,0.336,0.301,0.012,0.165,0.257,0.169,0.233,1.2,2.187,2.406,0.875,2.187,4.374,2.406,0
Positive_371,5.161,4.516,1.935,3.871,7.742,5.161,6.452,5.221,4.569,1.958,0.29,0.761,0.123,0.323,0.387,0.355,0.406,0.24,0.032,0.182,0.195,0.208,0.143,1.935,2.315,0.992,1.984,3.968,2.645,3.307,1
Positive_1215,4.43,6.171,1.741,5.696,3.165,5.063,9.019,3.068,4.274,1.206,0.302,0.796,0.117,0.305,0.384,0.359,0.384,0.242,0.025,0.174,0.241,0.185,0.19,0.475,3.228,0.911,2.979,1.655,2.648,4.717,1
Positive_410,2.345,5.655,2.483,4.966,5.655,5.241,8.0,2.149,5.183,2.276,0.243,0.775,0.121,0.314,0.396,0.385,0.37,0.26,0.028,0.182,0.235,0.151,0.185,0.828,2.951,1.296,2.591,2.951,2.735,4.174,1
Negative_1067,0.0,5.34,1.456,0.485,6.796,7.767,10.68,0.0,5.648,1.54,0.306,0.782,0.058,0.471,0.539,0.228,0.505,0.249,0.0,0.117,0.19,0.107,0.166,2.913,2.615,0.713,0.237,3.328,3.803,5.23,0
Positive_159,1.942,7.767,0.0,8.738,4.854,4.854,1.942,1.881,7.523,0.0,0.204,0.699,0.136,0.272,0.35,0.408,0.311,0.382,0.049,0.225,0.353,0.225,0.314,1.942,3.663,0.0,4.121,2.289,2.289,0.916,1
Negative_959,3.546,3.546,1.418,5.674,2.837,7.801,9.22,1.572,1.572,0.629,0.319,0.752,0.135,0.376,0.426,0.355,0.418,0.136,0.036,0.186,0.15,0.143,0.114,3.546,1.88,0.752,3.009,1.504,4.137,4.889,0
Negative_578,6.715,3.597,2.158,3.837,4.317,5.036,10.072,5.353,2.867,1.72,0.302,0.842,0.07,0.386,0.444,0.35,0.432,0.236,0.019,0.106,0.204,0.125,0.156,0.959,1.993,1.196,2.126,2.392,2.791,5.581,0
Positive_382,3.004,3.004,1.717,5.15,3.433,6.438,8.584,2.288,2.288,1.308,0.249,0.807,0.099,0.348,0.395,0.403,0.395,0.263,0.034,0.147,0.172,0.164,0.142,1.717,1.543,0.882,2.645,1.763,3.307,4.409,1
Positive_60,3.864,2.955,3.636,5.909,2.5,4.091,7.955,2.403,1.838,2.261,0.241,0.836,0.08,0.273,0.339,0.407,0.332,0.239,0.011,0.13,0.239,0.198,0.191,0.682,1.536,1.89,3.072,1.3,2.127,4.135,1
Negative_918,0.781,7.031,3.125,1.172,8.984,7.422,5.859,0.322,2.895,1.287,0.273,0.648,0.152,0.301,0.402,0.277,0.371,0.271,0.039,0.196,0.227,0.212,0.176,1.172,3.379,1.502,0.563,4.318,3.567,2.816,0
Negative_414,4.698,6.577,4.698,3.893,4.295,4.698,10.067,4.459,6.243,4.459,0.264,0.783,0.128,0.313,0.426,0.365,0.36,0.251,0.027,0.188,0.23,0.133,0.194,0.268,3.496,2.497,2.069,2.283,2.497,5.352,0
Negative_665,3.363,4.709,2.691,5.381,5.381,5.83,8.969,2.38,3.333,1.904,0.283,0.783,0.117,0.339,0.413,0.354,0.39,0.227,0.022,0.148,0.216,0.18,0.175,0.448,2.512,1.436,2.871,2.871,3.11,4.785,0
Negative_1252,1.053,5.263,2.105,3.158,5.263,5.263,12.632,1.234,6.166,2.466,0.337,0.8,0.095,0.442,0.516,0.232,0.516,0.202,0.011,0.16,0.223,0.138,0.16,9.474,2.704,1.082,1.623,2.704,2.704,6.49,0
Negative_830,3.175,7.143,7.937,1.587,3.175,4.762,7.937,3.108,6.993,7.77,0.286,0.778,0.135,0.317,0.468,0.302,0.357,0.304,0.032,0.192,0.264,0.136,0.248,2.381,3.812,4.236,0.847,1.695,2.542,4.236,0
Positive_485,3.822,8.705,0.849,5.096,6.157,7.006,6.369,3.847,8.762,0.855,0.289,0.754,0.144,0.308,0.403,0.297,0.391,0.253,0.032,0.185,0.245,0.189,0.194,0.637,4.33,0.422,2.535,3.062,3.485,3.168,1
Positive_527,6.569,6.861,1.168,6.277,4.964,4.088,7.737,6.371,6.655,1.133,0.288,0.78,0.123,0.283,0.364,0.362,0.356,0.266,0.031,0.192,0.265,0.183,0.213,0.438,3.489,0.594,3.192,2.524,2.079,3.934,1
Negative_202,1.087,0.0,2.174,2.174,2.174,8.696,16.304,1.006,0.0,2.012,0.402,0.891,0.043,0.435,0.457,0.348,0.522,0.198,0.0,0.088,0.198,0.121,0.132,3.261,0.0,1.253,1.253,1.253,5.012,9.398,0
Positive_96,3.681,2.761,2.761,9.509,4.601,6.748,5.521,1.616,1.212,1.212,0.233,0.856,0.061,0.288,0.344,0.414,0.34,0.206,0.018,0.077,0.203,0.212,0.172,0.613,1.516,1.516,5.22,2.526,3.704,3.031,1
Negative_919,0.0,2.597,2.597,3.896,11.688,10.39,6.494,0.0,0.847,0.847,0.221,0.649,0.156,0.39,0.442,0.325,0.39,0.276,0.092,0.197,0.158,0.171,0.158,3.896,1.303,1.303,1.955,5.866,5.214,3.259,0
Negative_957,2.983,3.632,3.761,2.594,1.427,7.782,9.339,2.68,3.263,3.379,0.314,0.86,0.069,0.379,0.453,0.335,0.435,0.191,0.013,0.114,0.177,0.134,0.149,1.427,1.947,2.016,1.39,0.765,4.171,5.005,0
Positive_138,3.582,6.269,0.896,6.866,10.746,4.179,6.269,2.841,4.971,0.711,0.245,0.693,0.143,0.281,0.352,0.355,0.343,0.272,0.045,0.198,0.275,0.231,0.228,2.09,3.102,0.443,3.398,5.318,2.068,3.102,1
Negative_531,1.838,2.574,4.779,3.309,4.044,6.618,7.353,1.023,1.432,2.659,0.342,0.79,0.11,0.353,0.426,0.327,0.404,0.196,0.022,0.17,0.196,0.17,0.162,1.838,1.403,2.606,1.804,2.205,3.608,4.009,0
Negative_197,3.39,2.825,1.695,2.26,2.825,7.91,11.299,3.024,2.52,1.512,0.322,0.797,0.073,0.395,0.441,0.322,0.446,0.29,0.0,0.136,0.261,0.176,0.233,1.13,1.393,0.836,1.115,1.393,3.901,5.572,0
Positive_455,4.535,4.952,1.79,6.802,7.1,4.177,8.174,4.702,5.134,1.856,0.272,0.781,0.115,0.302,0.369,0.389,0.371,0.264,0.024,0.178,0.256,0.186,0.204,0.179,2.573,0.93,3.534,3.689,2.17,4.247,1
Positive_396,4.126,4.322,1.965,7.466,7.466,3.34,5.501,3.933,4.12,1.873,0.218,0.788,0.104,0.356,0.418,0.365,0.405,0.287,0.014,0.163,0.236,0.15,0.203,0.393,2.254,1.025,3.894,3.894,1.742,2.869,1
Positive_301,4.44,4.44,1.544,6.95,5.985,5.212,5.405,3.733,3.733,1.298,0.216,0.778,0.116,0.342,0.402,0.367,0.376,0.313,0.031,0.182,0.242,0.166,0.215,1.158,2.249,0.782,3.521,3.032,2.64,2.738,1
Positive_273,3.901,4.107,2.669,5.749,6.776,4.517,8.83,1.968,2.072,1.347,0.287,0.793,0.084,0.29,0.357,0.349,0.351,0.191,0.031,0.113,0.206,0.21,0.158,0.616,2.152,1.398,3.012,3.55,2.367,4.626,1
Negative_1253,0.862,0.862,1.724,4.31,5.172,12.931,6.897,0.875,0.875,1.749,0.371,0.871,0.034,0.5,0.526,0.233,0.552,0.13,0.0,0.07,0.096,0.13,0.087,4.31,0.46,0.92,2.3,2.76,6.901,3.681,0
Positive_278,4.326,4.835,0.763,5.344,8.397,4.326,5.089,4.815,5.381,0.849,0.242,0.743,0.132,0.267,0.323,0.387,0.341,0.293,0.043,0.181,0.288,0.247,0.23,2.799,2.395,0.378,2.647,4.16,2.143,2.521,1
Negative_724,2.321,5.357,1.607,3.214,3.393,9.464,8.036,2.189,5.051,1.515,0.291,0.816,0.093,0.384,0.454,0.327,0.443,0.202,0.014,0.161,0.165,0.134,0.132,1.071,2.807,0.842,1.684,1.778,4.958,4.21,0
Negative_358,2.277,6.167,2.277,2.751,5.123,7.97,12.334,1.54,4.171,1.54,0.345,0.745,0.133,0.38,0.464,0.292,0.444,0.22,0.025,0.19,0.19,0.123,0.151,0.474,3.201,1.182,1.428,2.659,4.137,6.403,0
Negative_621,3.846,3.846,2.367,6.213,7.692,5.917,6.509,4.38,4.38,2.696,0.243,0.808,0.086,0.393,0.456,0.355,0.423,0.267,0.012,0.142,0.175,0.134,0.163,0.592,2.083,1.282,3.366,4.167,3.205,3.526,0
Positive_280,3.784,6.757,0.405,3.378,4.73,6.757,4.865,4.2,7.499,0.45,0.242,0.777,0.127,0.384,0.455,0.312,0.428,0.277,0.022,0.211,0.221,0.133,0.191,0.27,3.342,0.2,1.671,2.34,3.342,2.407,1
Positive_574,5.634,7.512,1.878,5.164,5.634,4.225,7.042,6.26,8.347,2.087,0.272,0.779,0.122,0.235,0.329,0.371,0.315,0.288,0.019,0.189,0.33,0.231,0.259,0.939,3.868,0.967,2.659,2.901,2.176,3.626,1
Negative_1061,0.0,3.571,1.786,5.357,0.0,14.286,8.929,0.0,4.777,2.389,0.357,0.804,0.071,0.411,0.464,0.268,0.429,0.145,0.018,0.109,0.145,0.127,0.127,3.571,1.694,0.847,2.541,0.0,6.776,4.235,0
Positive_164,1.681,5.882,0.84,6.723,5.042,9.244,1.681,1.279,4.475,0.639,0.269,0.706,0.134,0.261,0.328,0.311,0.361,0.169,0.051,0.136,0.186,0.237,0.153,1.681,2.703,0.386,3.09,2.317,4.248,0.773,1
Positive_971,2.95,7.375,0.59,5.015,6.195,5.31,6.785,2.909,7.273,0.582,0.233,0.714,0.145,0.277,0.357,0.372,0.324,0.302,0.033,0.175,0.281,0.222,0.234,0.885,3.524,0.282,2.396,2.96,2.537,3.242,1
Positive_240,3.221,5.636,2.576,3.865,3.462,5.797,8.213,3.146,5.504,2.516,0.267,0.782,0.11,0.341,0.424,0.333,0.403,0.25,0.024,0.171,0.216,0.174,0.172,0.322,2.824,1.291,1.937,1.735,2.905,4.115,1
Positive_436,4.444,7.556,3.556,5.778,8.0,4.0,4.889,5.281,8.979,4.226,0.218,0.72,0.151,0.213,0.324,0.369,0.271,0.357,0.027,0.232,0.339,0.237,0.308,1.333,3.661,1.723,2.8,3.876,1.938,2.369,1
Negative_945,2.481,5.459,2.978,3.97,3.226,5.459,6.452,2.729,6.006,3.276,0.273,0.804,0.099,0.362,0.447,0.323,0.407,0.236,0.025,0.154,0.216,0.137,0.187,1.737,2.79,1.522,2.029,1.649,2.79,3.297,0
Positive_298,5.641,4.095,2.002,8.098,5.914,3.458,6.915,3.653,2.652,1.297,0.225,0.803,0.098,0.316,0.377,0.386,0.361,0.256,0.019,0.15,0.211,0.186,0.188,0.273,2.136,1.045,4.225,3.086,1.804,3.608,1
Negative_243,2.299,3.448,1.149,5.747,9.195,11.494,2.299,1.209,1.813,0.604,0.253,0.747,0.103,0.368,0.414,0.31,0.402,0.302,0.0,0.186,0.256,0.186,0.221,2.299,1.749,0.583,2.916,4.665,5.832,1.166,0
Positive_615,1.99,7.96,0.498,4.975,7.463,4.975,9.95,0.859,3.436,0.215,0.289,0.706,0.174,0.363,0.448,0.333,0.413,0.155,0.05,0.2,0.16,0.13,0.13,2.985,4.268,0.267,2.667,4.002,2.667,5.335,1
Positive_513,5.634,4.225,2.817,5.634,9.859,5.634,5.634,6.64,4.979,3.32,0.211,0.732,0.127,0.324,0.394,0.352,0.352,0.314,0.057,0.171,0.214,0.143,0.214,5.634,2.15,1.434,2.867,5.017,2.867,2.867,1
Positive_402,4.867,6.195,1.77,5.973,6.637,4.646,6.637,2.608,3.32,0.949,0.265,0.774,0.102,0.283,0.363,0.343,0.338,0.264,0.029,0.153,0.257,0.235,0.226,0.442,3.213,0.918,3.098,3.442,2.41,3.442,1
Positive_228,2.551,4.847,1.531,5.612,5.357,6.378,6.378,2.92,5.549,1.753,0.265,0.806,0.092,0.339,0.403,0.362,0.406,0.24,0.031,0.138,0.212,0.146,0.179,1.531,2.488,0.786,2.88,2.749,3.273,3.273,1
Positive_882,2.295,5.574,0.984,4.262,6.885,8.525,4.59,2.009,4.879,0.861,0.289,0.784,0.092,0.321,0.387,0.354,0.39,0.243,0.026,0.118,0.224,0.164,0.197,0.984,2.869,0.506,2.193,3.543,4.387,2.362,1
Negative_717,4.982,3.559,0.89,1.246,4.626,7.651,14.591,4.197,2.998,0.75,0.349,0.877,0.057,0.511,0.555,0.253,0.543,0.191,0.018,0.089,0.134,0.112,0.116,1.601,2.113,0.528,0.74,2.746,4.542,8.661,0
Negative_931,4.63,3.241,3.241,4.63,4.63,6.019,10.185,3.713,2.599,2.599,0.301,0.833,0.079,0.352,0.417,0.375,0.398,0.191,0.047,0.112,0.186,0.163,0.158,1.852,1.742,1.742,2.489,2.489,3.235,5.475,0
Negative_442,2.319,6.377,6.087,2.029,1.449,6.957,6.377,1.49,4.098,3.912,0.22,0.794,0.113,0.441,0.565,0.258,0.481,0.235,0.012,0.145,0.16,0.07,0.137,0.58,3.296,3.147,1.049,0.749,3.596,3.296,0
Negative_781,2.637,3.516,2.93,4.59,8.008,7.324,7.91,1.47,1.96,1.634,0.268,0.74,0.11,0.337,0.401,0.337,0.385,0.226,0.027,0.162,0.184,0.169,0.148,0.293,1.789,1.491,2.335,4.074,3.726,4.024,0
Positive_997,5.821,4.328,0.746,4.627,5.224,8.06,10.448,4.246,3.157,0.544,0.319,0.79,0.103,0.345,0.396,0.399,0.388,0.212,0.016,0.169,0.2,0.146,0.172,0.448,2.363,0.407,2.527,2.853,4.401,5.705,1
Positive_1015,3.104,5.543,1.33,4.213,4.656,3.769,5.987,3.744,6.686,1.604,0.255,0.769,0.118,0.257,0.326,0.37,0.357,0.273,0.027,0.191,0.278,0.238,0.222,0.443,2.725,0.654,2.071,2.289,1.853,2.943,1
Negative_76,3.448,4.138,2.529,4.138,5.977,6.897,6.207,3.349,4.019,2.457,0.285,0.784,0.11,0.326,0.393,0.359,0.389,0.219,0.03,0.173,0.212,0.184,0.177,0.92,2.161,1.321,2.161,3.121,3.602,3.242,0
Positive_358,3.257,4.023,1.916,5.556,6.513,5.364,6.513,3.703,4.574,2.179,0.268,0.791,0.098,0.37,0.429,0.333,0.425,0.228,0.019,0.138,0.207,0.14,0.169,0.575,2.086,0.993,2.88,3.377,2.781,3.377,1
Positive_465,3.866,4.042,1.054,5.624,3.691,5.097,6.503,3.359,3.512,0.916,0.244,0.814,0.095,0.371,0.422,0.374,0.422,0.246,0.019,0.15,0.183,0.143,0.158,0.879,2.114,0.551,2.942,1.931,2.666,3.401,1
Positive_1066,4.188,4.712,2.356,5.759,7.33,4.974,9.686,2.173,2.445,1.223,0.262,0.788,0.094,0.309,0.38,0.351,0.372,0.239,0.029,0.123,0.223,0.189,0.192,1.832,2.474,1.237,3.024,3.849,2.612,5.086,1
Positive_95,5.903,6.257,0.826,6.494,7.674,3.778,4.132,6.973,7.392,0.976,0.217,0.739,0.132,0.253,0.323,0.396,0.316,0.313,0.037,0.195,0.306,0.22,0.255,0.472,3.071,0.405,3.188,3.767,1.854,2.028,1
Negative_1310,4.392,5.405,1.689,5.743,3.378,6.419,5.405,5.386,6.628,2.071,0.274,0.784,0.095,0.334,0.405,0.318,0.405,0.258,0.027,0.149,0.231,0.203,0.19,2.703,2.647,0.827,2.813,1.654,3.144,2.647,0
Positive_674,1.935,3.507,1.572,3.144,3.99,7.739,8.706,1.84,3.335,1.495,0.307,0.822,0.087,0.335,0.386,0.356,0.411,0.232,0.008,0.144,0.228,0.19,0.177,0.484,1.838,0.824,1.647,2.091,4.055,4.562,1
Negative_383,1.786,5.357,3.571,5.357,4.018,6.696,7.589,1.534,4.6,3.067,0.272,0.804,0.098,0.33,0.42,0.348,0.371,0.229,0.027,0.143,0.215,0.157,0.184,0.893,2.72,1.813,2.72,2.04,3.4,3.853,0
Positive_1002,4.064,6.386,1.742,6.531,12.772,4.354,5.08,3.031,4.762,1.299,0.231,0.669,0.149,0.27,0.351,0.35,0.318,0.334,0.045,0.225,0.286,0.203,0.24,0.581,3.112,0.849,3.183,6.225,2.122,2.476,1
Negative_398,4.108,3.594,2.182,3.466,6.033,7.06,12.195,3.057,2.674,1.624,0.313,0.809,0.089,0.361,0.418,0.381,0.407,0.235,0.018,0.136,0.22,0.153,0.188,0.257,2.011,1.221,1.939,3.375,3.95,6.823,0
Positive_912,5.249,4.006,0.967,3.453,13.536,1.519,7.044,2.402,1.833,0.442,0.171,0.635,0.192,0.206,0.256,0.5,0.235,0.367,0.073,0.231,0.329,0.263,0.307,0.552,2.098,0.506,1.809,7.09,0.796,3.689,1
Negative_449,2.853,6.522,1.63,7.065,4.62,7.745,6.929,2.503,5.721,1.43,0.279,0.766,0.133,0.357,0.439,0.374,0.391,0.267,0.034,0.181,0.215,0.125,0.195,0.543,3.442,0.86,3.729,2.439,4.088,3.657,0
Positive_199,3.234,4.975,0.249,3.731,4.726,5.473,6.965,3.913,6.019,0.301,0.291,0.811,0.097,0.321,0.373,0.363,0.376,0.269,0.025,0.155,0.247,0.177,0.212,0.498,2.598,0.13,1.948,2.468,2.858,3.637,1
Positive_974,5.34,5.502,2.832,6.149,5.016,3.803,10.437,3.813,3.929,2.022,0.27,0.802,0.101,0.316,0.4,0.358,0.368,0.246,0.023,0.15,0.23,0.189,0.191,0.243,2.916,1.501,3.259,2.659,2.016,5.532,1
Positive_1191,7.186,2.395,2.096,8.683,3.593,3.593,6.886,3.866,1.288,1.127,0.254,0.871,0.051,0.243,0.287,0.434,0.32,0.192,0.024,0.078,0.207,0.261,0.165,0.599,1.284,1.124,4.655,1.926,1.926,3.692,1
Negative_618,5.155,2.577,3.351,3.351,4.639,9.021,5.155,3.914,1.957,2.544,0.304,0.845,0.062,0.407,0.466,0.322,0.454,0.248,0.021,0.103,0.22,0.158,0.178,0.773,1.474,1.917,1.917,2.653,5.16,2.948,0
Negative_997,3.214,3.214,2.143,4.643,6.071,9.286,11.429,2.267,2.267,1.511,0.318,0.754,0.114,0.386,0.439,0.354,0.421,0.233,0.004,0.161,0.201,0.104,0.168,1.429,1.69,1.127,2.441,3.192,4.882,6.009,0
Negative_917,3.119,5.321,1.651,3.119,2.936,7.706,6.789,3.401,5.803,1.8,0.272,0.791,0.117,0.356,0.426,0.36,0.417,0.278,0.015,0.195,0.246,0.173,0.199,0.367,2.677,0.831,1.569,1.477,3.877,3.415,0
Positive_121,3.502,6.615,1.751,5.447,8.755,4.086,5.642,2.37,4.477,1.185,0.212,0.693,0.16,0.257,0.34,0.385,0.305,0.312,0.045,0.22,0.288,0.226,0.25,0.389,3.247,0.86,2.674,4.298,2.006,2.77,1
Positive_245,2.935,4.403,0.839,3.983,4.822,4.193,6.289,2.845,4.269,0.813,0.229,0.788,0.099,0.327,0.379,0.365,0.384,0.286,0.029,0.16,0.231,0.214,0.187,0.839,2.182,0.416,1.974,2.389,2.078,3.116,1
Negative_833,1.724,6.897,6.897,8.621,10.345,6.897,1.724,0.856,3.425,3.425,0.259,0.638,0.138,0.19,0.328,0.31,0.259,0.263,0.053,0.228,0.281,0.211,0.228,6.897,3.285,3.285,4.106,4.927,3.285,0.821,0
Negative_101,5.195,2.597,2.597,0.0,2.597,10.39,5.195,2.036,1.018,1.018,0.234,0.805,0.039,0.338,0.39,0.338,0.364,0.303,0.0,0.053,0.184,0.171,0.171,2.597,1.264,1.264,0.0,1.264,5.058,2.529,0
Positive_1013,3.52,5.383,0.621,4.141,7.039,6.418,7.039,3.247,4.966,0.573,0.304,0.778,0.104,0.348,0.408,0.288,0.431,0.243,0.033,0.149,0.222,0.176,0.17,0.621,2.709,0.312,2.084,3.542,3.23,3.542,1
Negative_1146,2.059,4.119,3.661,4.119,3.432,6.407,7.094,1.951,3.902,3.468,0.277,0.815,0.11,0.33,0.407,0.359,0.412,0.245,0.03,0.161,0.229,0.181,0.179,0.915,2.155,1.915,2.155,1.795,3.351,3.711,0
Negative_1150,1.98,5.281,2.31,3.3,1.65,6.931,7.591,1.647,4.392,1.921,0.267,0.792,0.109,0.343,0.419,0.343,0.403,0.248,0.013,0.166,0.189,0.179,0.149,0.66,2.663,1.165,1.664,0.832,3.495,3.828,0
Positive_1195,3.899,6.238,1.17,7.018,7.018,5.653,4.873,4.376,7.001,1.313,0.259,0.768,0.109,0.294,0.368,0.316,0.363,0.244,0.027,0.156,0.252,0.193,0.203,0.78,3.051,0.572,3.432,3.432,2.765,2.383,1
Positive_861,5.41,6.646,0.0,5.564,8.655,2.782,4.482,3.92,4.816,0.0,0.218,0.722,0.142,0.314,0.38,0.366,0.362,0.3,0.043,0.201,0.226,0.164,0.181,0.773,3.307,0.0,2.769,4.307,1.384,2.23,1
