id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Positive_76,4.785,3.828,1.435,6.699,8.612,5.263,2.871,5.734,4.587,1.72,0.23,0.77,0.115,0.273,0.325,0.402,0.34,0.332,0.029,0.173,0.312,0.25,0.26,1.435,1.94,0.727,3.395,4.364,2.667,1.455,1
Positive_85,4.077,4.285,1.382,7.049,8.708,5.46,4.354,3.737,3.928,1.267,0.227,0.749,0.117,0.301,0.358,0.393,0.347,0.305,0.038,0.17,0.258,0.202,0.227,0.484,2.139,0.69,3.519,4.347,2.726,2.173,1
Positive_170,6.383,6.383,0.0,4.255,11.915,4.255,5.957,5.271,5.271,0.0,0.213,0.698,0.115,0.264,0.328,0.379,0.306,0.329,0.038,0.167,0.308,0.192,0.269,1.277,3.029,0.0,2.019,5.655,2.019,2.827,1
Negative_138,3.147,4.196,2.098,0.35,3.497,6.643,8.741,1.191,1.588,0.794,0.266,0.685,0.164,0.353,0.416,0.339,0.395,0.249,0.042,0.204,0.182,0.147,0.165,1.748,2.106,1.053,0.176,1.755,3.334,4.386,0
Positive_86,2.113,7.394,0.352,3.873,1.761,5.634,4.577,1.926,6.74,0.321,0.187,0.796,0.113,0.405,0.482,0.349,0.437,0.297,0.018,0.201,0.205,0.127,0.173,1.056,3.702,0.176,1.939,0.882,2.821,2.292,1
Negative_101,4.86,4.982,2.309,4.253,4.131,7.533,12.394,4.291,4.399,2.039,0.339,0.825,0.106,0.418,0.491,0.343,0.45,0.207,0.01,0.187,0.186,0.108,0.169,0.608,2.888,1.338,2.465,2.395,4.366,7.184,0
Negative_35,1.211,3.39,1.695,5.811,2.179,10.896,7.506,0.744,2.082,1.041,0.303,0.823,0.09,0.448,0.499,0.291,0.499,0.189,0.019,0.126,0.143,0.148,0.112,0.726,1.815,0.907,3.111,1.167,5.833,4.018,0
Positive_149,2.736,4.975,1.741,6.219,6.716,4.478,5.473,3.761,6.838,2.393,0.276,0.794,0.112,0.331,0.398,0.336,0.408,0.242,0.025,0.18,0.232,0.17,0.17,0.498,2.559,0.896,3.199,3.454,2.303,2.815,1
Negative_3,1.078,5.603,1.94,2.371,3.879,6.897,8.405,1.08,5.611,1.943,0.241,0.754,0.134,0.338,0.414,0.366,0.397,0.305,0.017,0.199,0.24,0.156,0.199,1.078,2.78,0.963,1.177,1.925,3.423,4.171,0
Negative_128,3.485,4.377,1.785,4.207,4.972,7.31,11.262,3.239,4.068,1.659,0.314,0.785,0.11,0.365,0.427,0.362,0.411,0.233,0.023,0.169,0.195,0.153,0.168,0.127,2.319,0.946,2.229,2.635,3.874,5.968,0
Positive_168,7.4,4.554,0.569,6.262,3.036,4.554,8.349,8.685,5.345,0.668,0.298,0.827,0.091,0.425,0.476,0.343,0.471,0.241,0.006,0.156,0.181,0.118,0.156,0.569,2.416,0.302,3.322,1.611,2.416,4.43,1
Positive_51,3.534,5.654,0.0,5.654,3.18,7.42,4.594,3.408,5.452,0.0,0.269,0.77,0.124,0.318,0.375,0.364,0.399,0.238,0.025,0.202,0.206,0.195,0.149,1.06,2.824,0.0,2.824,1.588,3.706,2.295,1
Negative_110,1.068,3.846,2.35,1.923,3.205,10.043,13.034,0.762,2.745,1.677,0.34,0.803,0.081,0.483,0.545,0.265,0.515,0.227,0.017,0.137,0.191,0.111,0.165,0.427,2.075,1.268,1.038,1.73,5.42,7.034,0
Negative_226,0.81,2.969,1.484,1.215,4.723,15.115,8.367,0.568,2.081,1.04,0.331,0.794,0.1,0.456,0.501,0.309,0.489,0.204,0.018,0.147,0.131,0.119,0.119,0.54,1.611,0.805,0.659,2.563,8.203,4.541,0
Positive_175,5.03,4.734,0.0,3.846,7.692,4.438,7.692,5.645,5.313,0.0,0.228,0.817,0.086,0.379,0.426,0.358,0.423,0.315,0.009,0.163,0.202,0.16,0.178,0.888,2.49,0.0,2.023,4.045,2.334,4.045,1
Positive_193,4.202,5.882,1.681,4.202,6.723,4.202,10.924,3.48,4.871,1.392,0.294,0.748,0.134,0.277,0.353,0.37,0.361,0.288,0.059,0.195,0.271,0.195,0.246,4.202,3.026,0.865,2.162,3.459,2.162,5.62,1
Negative_209,2.041,1.633,4.082,4.898,3.265,3.265,7.755,0.918,0.734,1.835,0.273,0.869,0.053,0.302,0.359,0.335,0.388,0.172,0.008,0.09,0.201,0.184,0.156,1.224,0.866,2.166,2.598,1.732,1.732,4.114,0
Positive_67,1.103,8.456,0.0,4.412,8.824,3.309,5.515,0.952,7.299,0.0,0.213,0.699,0.169,0.312,0.397,0.357,0.357,0.299,0.041,0.225,0.232,0.192,0.196,1.471,4.186,0.0,2.184,4.368,1.638,2.73,1
Positive_88,6.517,5.703,2.444,3.259,7.332,4.684,6.925,5.722,5.007,2.146,0.261,0.752,0.118,0.295,0.377,0.342,0.356,0.261,0.027,0.178,0.245,0.165,0.2,1.018,2.822,1.209,1.613,3.628,2.318,3.427,1
Positive_207,5.603,4.629,0.0,5.359,6.456,3.41,9.988,4.429,3.659,0.0,0.287,0.794,0.101,0.376,0.423,0.354,0.435,0.228,0.024,0.154,0.183,0.151,0.143,0.244,2.44,0.0,2.825,3.403,1.797,5.265,1
Negative_160,2.74,5.479,2.74,2.74,6.849,4.11,9.589,1.863,3.725,1.863,0.26,0.685,0.192,0.342,0.425,0.356,0.37,0.278,0.014,0.278,0.236,0.139,0.208,5.479,2.767,1.384,1.384,3.459,2.076,4.843,0
Positive_151,3.604,4.054,0.45,3.153,2.252,6.757,8.108,3.526,3.967,0.44,0.257,0.766,0.113,0.351,0.396,0.369,0.396,0.317,0.032,0.176,0.208,0.186,0.176,0.901,1.945,0.216,1.512,1.08,3.241,3.889,1
Positive_28,3.896,4.906,1.876,7.792,6.926,5.483,5.916,3.818,4.807,1.838,0.238,0.753,0.127,0.307,0.375,0.397,0.351,0.272,0.036,0.173,0.233,0.194,0.211,0.433,2.495,0.954,3.963,3.523,2.789,3.009,1
Negative_217,7.299,0.73,10.949,2.19,0.73,5.109,18.248,7.753,0.775,11.629,0.438,0.934,0.022,0.438,0.555,0.234,0.54,0.154,0.0,0.044,0.162,0.147,0.11,2.92,0.431,6.471,1.294,0.431,3.02,10.786,0
Negative_166,1.681,3.361,1.681,3.782,6.723,12.185,13.445,1.205,2.408,1.205,0.387,0.777,0.088,0.391,0.441,0.324,0.445,0.139,0.038,0.122,0.135,0.165,0.11,0.84,1.823,0.912,2.051,3.646,6.607,7.291,0
Negative_171,5.696,2.532,4.43,5.063,5.696,3.165,12.025,7.6,3.378,5.911,0.297,0.816,0.063,0.31,0.38,0.304,0.399,0.204,0.006,0.121,0.21,0.204,0.146,5.063,1.242,2.172,2.483,2.793,1.552,5.897,0
Negative_13,3.688,5.857,6.941,2.603,3.471,3.037,9.761,4.281,6.799,8.057,0.18,0.779,0.134,0.295,0.423,0.445,0.312,0.363,0.03,0.213,0.304,0.143,0.287,0.651,3.081,3.652,1.369,1.826,1.598,5.135,0
Positive_22,6.122,1.02,3.061,7.143,0.0,2.041,8.163,2.208,0.368,1.104,0.327,0.959,0.031,0.286,0.327,0.459,0.357,0.144,0.0,0.062,0.165,0.186,0.124,2.041,0.666,1.999,4.665,0.0,1.333,5.331,1
Negative_175,0.735,3.676,2.206,1.961,4.412,11.275,8.333,0.423,2.117,1.27,0.299,0.755,0.115,0.39,0.449,0.316,0.431,0.231,0.017,0.174,0.162,0.162,0.13,0.49,1.879,1.128,1.002,2.255,5.764,4.26,0
Negative_97,1.333,2.667,1.333,4.333,3.667,3.667,5.0,1.118,2.237,1.118,0.27,0.87,0.053,0.387,0.427,0.32,0.463,0.227,0.003,0.104,0.184,0.161,0.144,1.333,1.41,0.705,2.291,1.939,1.939,2.644,0
Positive_35,1.562,3.125,0.0,5.469,10.938,10.156,3.906,0.845,1.69,0.0,0.32,0.711,0.117,0.227,0.258,0.352,0.32,0.181,0.063,0.157,0.268,0.276,0.205,4.688,1.533,0.0,2.683,5.366,4.982,1.916,1
Positive_96,2.953,8.465,1.378,4.528,9.252,4.134,4.528,2.332,6.684,1.088,0.187,0.681,0.195,0.285,0.384,0.362,0.331,0.321,0.03,0.262,0.258,0.181,0.219,0.394,4.216,0.686,2.255,4.608,2.059,2.255,1
Positive_65,4.153,7.348,0.319,5.272,2.875,7.188,6.39,3.775,6.68,0.29,0.265,0.794,0.117,0.399,0.476,0.35,0.439,0.274,0.027,0.197,0.187,0.136,0.157,0.639,3.861,0.168,2.77,1.511,3.777,3.358,1
Negative_140,3.871,3.226,0.645,4.194,1.613,10.323,15.806,2.919,2.433,0.486,0.461,0.874,0.094,0.532,0.571,0.306,0.581,0.11,0.006,0.142,0.107,0.104,0.084,0.645,2.033,0.406,2.643,1.016,6.505,9.96,0
Negative_115,2.747,4.67,3.022,2.747,10.44,7.418,13.187,0.949,1.613,1.044,0.321,0.676,0.159,0.374,0.451,0.297,0.42,0.24,0.05,0.171,0.198,0.14,0.163,0.824,2.49,1.611,1.465,5.567,3.955,7.032,0
Negative_236,1.719,4.404,0.752,2.685,5.478,12.889,12.03,1.14,2.919,0.499,0.348,0.802,0.108,0.446,0.497,0.348,0.474,0.21,0.027,0.165,0.174,0.133,0.152,0.215,2.575,0.44,1.57,3.203,7.536,7.034,0
Positive_164,2.167,9.288,0.929,7.43,8.05,1.858,7.43,2.324,9.96,0.996,0.232,0.7,0.161,0.294,0.396,0.347,0.353,0.298,0.034,0.211,0.248,0.193,0.202,1.238,4.479,0.448,3.583,3.882,0.896,3.583,1
Positive_163,1.579,4.474,2.105,2.368,2.105,8.158,7.105,1.801,5.104,2.402,0.287,0.821,0.095,0.371,0.437,0.339,0.442,0.264,0.013,0.166,0.179,0.142,0.14,1.053,2.287,1.076,1.21,1.076,4.17,3.632,1
Positive_196,2.559,5.527,1.535,4.504,5.732,6.755,8.393,2.351,5.078,1.41,0.304,0.772,0.124,0.329,0.399,0.357,0.396,0.22,0.039,0.182,0.2,0.162,0.164,0.205,2.89,0.803,2.355,2.997,3.532,4.388,1
Negative_219,2.934,3.912,5.379,5.623,5.868,4.645,7.09,1.52,2.026,2.786,0.254,0.802,0.081,0.296,0.389,0.362,0.355,0.194,0.034,0.108,0.174,0.167,0.145,0.733,2.046,2.813,2.941,3.069,2.429,3.708,0
Negative_207,3.846,4.231,0.385,8.846,6.923,3.846,7.692,3.778,4.156,0.378,0.238,0.731,0.115,0.281,0.327,0.392,0.342,0.27,0.05,0.174,0.251,0.239,0.212,1.538,1.972,0.179,4.122,3.226,1.792,3.585,0
Negative_91,3.756,5.164,4.225,2.817,10.329,9.39,4.695,1.805,2.482,2.031,0.258,0.695,0.141,0.235,0.329,0.385,0.296,0.245,0.075,0.179,0.274,0.226,0.222,0.939,2.723,2.228,1.486,5.447,4.952,2.476,0
Positive_204,4.304,4.605,1.702,6.707,4.404,7.007,9.209,4.328,4.63,1.711,0.292,0.806,0.11,0.342,0.405,0.381,0.396,0.237,0.017,0.167,0.206,0.16,0.18,0.3,2.433,0.899,3.543,2.326,3.701,4.865,1
Positive_39,4.715,2.73,1.737,3.474,7.94,7.444,8.189,3.563,2.063,1.312,0.268,0.752,0.104,0.305,0.35,0.395,0.365,0.259,0.03,0.149,0.224,0.209,0.194,1.489,1.399,0.89,1.78,4.068,3.814,4.196,1
Positive_74,5.797,6.522,2.174,10.87,7.246,2.174,5.797,6.473,7.283,2.428,0.174,0.71,0.203,0.261,0.348,0.449,0.283,0.343,0.029,0.277,0.27,0.102,0.27,2.174,3.262,1.087,5.436,3.624,1.087,2.899,1
Negative_168,4.878,8.293,1.951,2.439,4.39,4.878,14.146,3.719,6.323,1.488,0.293,0.751,0.156,0.337,0.439,0.341,0.385,0.255,0.049,0.196,0.221,0.127,0.191,5.366,4.384,1.031,1.289,2.321,2.579,7.478,0
Positive_27,4.598,6.897,2.299,5.747,8.046,8.046,5.747,2.6,3.9,1.3,0.241,0.747,0.08,0.299,0.391,0.287,0.356,0.174,0.035,0.128,0.221,0.186,0.163,6.897,3.295,1.098,2.746,3.844,3.844,2.746,1
Positive_144,3.046,4.569,0.508,4.061,3.046,6.599,5.076,3.246,4.868,0.541,0.284,0.807,0.102,0.36,0.411,0.35,0.416,0.235,0.02,0.168,0.194,0.148,0.163,1.523,2.376,0.264,2.112,1.584,3.432,2.64,1
Positive_192,5.263,7.121,0.619,6.811,8.359,3.87,5.418,3.462,4.685,0.407,0.22,0.726,0.147,0.325,0.402,0.376,0.359,0.299,0.048,0.198,0.231,0.157,0.214,0.774,3.693,0.321,3.532,4.334,2.007,2.809,1
Negative_182,0.955,6.205,0.716,1.671,5.489,9.547,10.024,0.533,3.463,0.4,0.286,0.702,0.153,0.387,0.456,0.337,0.411,0.292,0.026,0.222,0.199,0.122,0.187,0.716,3.09,0.357,0.832,2.734,4.755,4.992,0
Negative_36,3.419,3.846,4.701,2.564,11.966,3.419,8.974,1.897,2.134,2.608,0.252,0.722,0.111,0.312,0.397,0.346,0.333,0.258,0.043,0.155,0.202,0.189,0.189,1.282,2.012,2.459,1.341,6.26,1.789,4.695,0
Negative_69,3.65,3.65,4.38,0.973,3.893,7.056,9.002,2.036,2.036,2.443,0.268,0.766,0.131,0.328,0.409,0.377,0.365,0.239,0.017,0.183,0.207,0.161,0.18,0.487,1.931,2.317,0.515,2.059,3.732,4.762,0
Positive_46,3.133,5.301,1.928,6.265,2.892,7.229,5.783,4.098,6.934,2.522,0.258,0.776,0.133,0.313,0.386,0.388,0.366,0.258,0.024,0.208,0.227,0.167,0.176,0.964,2.672,0.972,3.158,1.458,3.643,2.915,1
Positive_40,3.175,4.762,1.587,5.291,8.466,4.762,4.762,3.524,5.285,1.761,0.196,0.751,0.127,0.36,0.423,0.381,0.392,0.255,0.059,0.17,0.176,0.117,0.165,3.704,2.465,0.821,2.738,4.382,2.465,2.465,1
Positive_162,1.739,3.478,0.0,4.348,5.217,6.087,7.826,1.728,3.456,0.0,0.322,0.826,0.104,0.487,0.522,0.296,0.539,0.184,0.0,0.175,0.096,0.105,0.07,1.739,1.92,0.0,2.401,2.88,3.361,4.321,1
Positive_209,3.692,5.231,1.846,4.615,6.154,7.692,4.923,5.023,7.117,2.512,0.249,0.769,0.12,0.308,0.378,0.378,0.378,0.29,0.025,0.173,0.247,0.148,0.204,1.538,2.61,0.921,2.303,3.071,3.838,2.457,1
Positive_182,3.683,4.972,2.394,4.788,7.182,4.788,10.129,2.779,3.751,1.806,0.271,0.74,0.14,0.32,0.394,0.37,0.374,0.238,0.026,0.203,0.199,0.153,0.173,0.737,2.574,1.239,2.478,3.718,2.478,5.243,1
Negative_96,1.166,2.041,2.915,2.041,0.875,5.248,8.746,0.669,1.171,1.672,0.239,0.878,0.055,0.347,0.397,0.431,0.391,0.184,0.012,0.094,0.167,0.137,0.143,1.166,1.114,1.591,1.114,0.478,2.864,4.773,0
Positive_152,3.587,6.054,1.794,8.969,9.417,3.363,6.278,2.938,4.958,1.469,0.2,0.715,0.148,0.249,0.327,0.439,0.294,0.303,0.031,0.225,0.267,0.178,0.231,0.448,3.074,0.911,4.554,4.782,1.708,3.188,1
Positive_185,6.047,5.581,2.791,3.256,5.581,6.047,6.512,3.791,3.499,1.75,0.256,0.753,0.13,0.274,0.358,0.386,0.321,0.271,0.033,0.154,0.252,0.206,0.22,3.256,2.935,1.468,1.712,2.935,3.18,3.424,1
Negative_134,1.523,2.538,3.046,5.584,4.061,7.614,7.107,0.921,1.535,1.843,0.294,0.848,0.081,0.36,0.416,0.386,0.421,0.173,0.01,0.153,0.189,0.173,0.133,1.523,1.452,1.743,3.195,2.324,4.356,4.066,0
Negative_105,6.422,6.422,2.752,10.092,3.67,6.422,9.174,2.368,2.368,1.015,0.275,0.807,0.11,0.339,0.431,0.349,0.394,0.185,0.009,0.139,0.148,0.139,0.083,2.752,3.489,1.495,5.483,1.994,3.489,4.984,0
Positive_20,2.907,6.977,2.907,5.233,7.558,5.233,2.326,1.716,4.119,1.716,0.238,0.674,0.151,0.203,0.302,0.36,0.291,0.275,0.076,0.205,0.292,0.24,0.222,1.163,3.349,1.395,2.512,3.628,2.512,1.117,1
Positive_97,3.306,5.785,1.653,1.653,8.678,2.479,7.025,3.592,6.285,1.796,0.182,0.707,0.14,0.281,0.355,0.368,0.322,0.336,0.041,0.199,0.266,0.187,0.241,1.24,2.74,0.783,0.783,4.11,1.174,3.327,1
Negative_82,2.703,7.207,0.0,4.505,2.703,9.91,7.207,1.341,3.575,0.0,0.234,0.703,0.225,0.36,0.432,0.441,0.36,0.3,0.027,0.336,0.173,0.118,0.173,2.703,3.932,0.0,2.458,1.475,5.407,3.932,0
Positive_176,2.381,6.122,0.34,7.143,9.864,3.401,2.041,2.018,5.188,0.288,0.156,0.704,0.16,0.299,0.364,0.418,0.32,0.355,0.038,0.225,0.242,0.184,0.232,1.02,3.069,0.17,3.581,4.945,1.705,1.023,1
Positive_73,4.965,5.944,2.448,5.175,5.594,4.545,7.413,4.691,5.615,2.313,0.246,0.77,0.12,0.291,0.375,0.39,0.351,0.281,0.028,0.176,0.265,0.177,0.219,0.21,3.051,1.256,2.656,2.871,2.333,3.805,1
Negative_133,0.595,1.984,2.778,3.77,2.579,7.937,8.532,0.282,0.942,1.318,0.306,0.885,0.046,0.425,0.472,0.315,0.478,0.137,0.014,0.066,0.109,0.139,0.097,0.794,1.124,1.574,2.136,1.461,4.496,4.833,0
Negative_21,2.158,2.878,4.317,3.597,7.914,7.914,10.791,1.95,2.601,3.901,0.302,0.763,0.094,0.367,0.439,0.309,0.396,0.225,0.029,0.145,0.159,0.152,0.152,2.878,1.452,2.178,1.815,3.992,3.992,5.444,0
Negative_223,2.781,4.474,4.232,3.99,4.111,4.353,9.915,2.256,3.63,3.434,0.264,0.815,0.088,0.36,0.447,0.335,0.411,0.245,0.021,0.14,0.199,0.151,0.171,0.242,2.348,2.221,2.094,2.157,2.284,5.203,0
Negative_63,3.183,4.775,3.714,2.918,3.979,7.56,6.631,2.781,4.172,3.245,0.231,0.737,0.142,0.324,0.408,0.375,0.361,0.27,0.039,0.198,0.22,0.158,0.189,0.398,2.388,1.857,1.459,1.99,3.781,3.316,0
Positive_71,3.55,6.114,1.381,4.734,12.426,4.339,8.383,2.409,4.149,0.937,0.244,0.708,0.135,0.305,0.38,0.346,0.355,0.308,0.041,0.192,0.268,0.192,0.233,0.296,3.128,0.707,2.422,6.358,2.22,4.289,1
Positive_72,2.985,6.866,1.194,5.97,2.09,5.075,5.373,2.77,6.372,1.108,0.23,0.812,0.107,0.436,0.516,0.299,0.466,0.257,0.009,0.183,0.171,0.105,0.159,0.896,3.564,0.62,3.099,1.085,2.634,2.789,1
Negative_212,1.404,3.371,1.685,2.528,2.247,8.427,5.337,1.751,4.203,2.101,0.247,0.817,0.073,0.424,0.475,0.306,0.472,0.27,0.011,0.13,0.203,0.132,0.175,1.685,1.649,0.824,1.237,1.099,4.122,2.611,0
Positive_128,5.521,4.908,1.227,3.374,3.988,8.282,6.135,5.706,5.073,1.268,0.279,0.788,0.138,0.383,0.445,0.353,0.426,0.283,0.025,0.212,0.206,0.138,0.175,0.613,2.606,0.652,1.792,2.118,4.398,3.258,1
Negative_72,2.378,4.491,3.17,3.435,5.02,6.737,7.266,1.996,3.769,2.661,0.236,0.742,0.129,0.343,0.42,0.341,0.386,0.278,0.037,0.172,0.205,0.165,0.175,0.396,2.186,1.543,1.672,2.444,3.279,3.537,0
Negative_61,2.4,4.4,3.6,4.4,7.6,4.4,8.4,2.778,5.093,4.167,0.32,0.772,0.12,0.312,0.392,0.328,0.384,0.253,0.016,0.185,0.253,0.189,0.209,1.6,2.338,1.913,2.338,4.039,2.338,4.464,0
Negative_55,0.98,5.392,2.941,0.98,3.431,12.745,6.863,1.053,5.795,3.161,0.26,0.755,0.127,0.461,0.544,0.27,0.471,0.236,0.015,0.192,0.143,0.084,0.143,1.471,2.641,1.441,0.48,1.681,6.243,3.362,0
Negative_152,1.493,5.97,2.985,2.985,4.478,7.463,5.97,1.146,4.582,2.291,0.254,0.687,0.149,0.403,0.493,0.269,0.433,0.212,0.045,0.197,0.091,0.167,0.061,5.97,2.834,1.417,1.417,2.125,3.542,2.834,0
Negative_7,4.333,6.0,5.333,5.333,6.333,5.0,8.0,4.267,5.908,5.252,0.243,0.76,0.117,0.267,0.38,0.37,0.307,0.271,0.033,0.161,0.278,0.171,0.237,1.0,3.005,2.671,2.671,3.171,2.504,4.006,0
Positive_5,3.469,5.102,2.653,3.469,7.143,4.694,7.347,3.09,4.545,2.363,0.259,0.731,0.141,0.288,0.365,0.357,0.351,0.245,0.033,0.196,0.241,0.172,0.204,0.408,2.543,1.322,1.729,3.56,2.339,3.661,1
Positive_77,5.567,4.069,1.499,4.711,5.139,4.069,5.996,5.487,4.011,1.478,0.233,0.792,0.111,0.349,0.405,0.385,0.39,0.26,0.024,0.17,0.227,0.191,0.197,0.428,2.146,0.791,2.485,2.711,2.146,3.163,1
Negative_86,1.875,2.292,3.125,3.75,1.667,6.042,6.875,0.912,1.115,1.52,0.277,0.885,0.05,0.379,0.433,0.34,0.45,0.142,0.017,0.079,0.132,0.138,0.092,0.625,1.265,1.725,2.07,0.92,3.335,3.795,0
Positive_66,1.522,4.783,2.826,3.913,5.217,7.826,8.913,1.025,3.221,1.903,0.257,0.748,0.124,0.354,0.43,0.341,0.385,0.272,0.024,0.187,0.231,0.131,0.207,0.87,2.446,1.445,2.001,2.668,4.002,4.558,1
Negative_66,2.222,4.444,1.481,0.741,6.667,9.259,9.63,0.893,1.787,0.595,0.3,0.685,0.156,0.4,0.459,0.278,0.456,0.212,0.037,0.216,0.156,0.167,0.115,1.111,2.239,0.746,0.373,3.359,4.664,4.851,0
Negative_50,3.478,0.87,2.609,7.826,3.478,8.696,6.957,3.1,0.775,2.325,0.243,0.757,0.165,0.374,0.409,0.435,0.409,0.325,0.035,0.281,0.263,0.149,0.237,3.478,0.447,1.341,4.024,1.788,4.471,3.577,0
Positive_215,8.415,6.654,2.153,5.479,4.501,4.501,6.262,9.947,7.865,2.545,0.235,0.796,0.104,0.305,0.393,0.329,0.368,0.302,0.022,0.167,0.267,0.19,0.22,0.978,3.24,1.048,2.668,2.192,2.192,3.05,1
Positive_184,4.026,6.494,2.338,3.117,5.325,4.545,4.545,2.43,3.92,1.411,0.245,0.714,0.184,0.287,0.375,0.395,0.345,0.274,0.035,0.243,0.238,0.164,0.191,0.26,3.403,1.225,1.633,2.79,2.381,2.381,1
Negative_19,1.951,3.415,1.951,1.707,2.439,8.537,8.293,1.296,2.268,1.296,0.276,0.8,0.093,0.346,0.4,0.38,0.378,0.232,0.022,0.137,0.186,0.169,0.164,0.488,1.767,1.01,0.883,1.262,4.418,4.292,0
Negative_48,5.882,3.294,3.529,4.471,4.471,8.471,7.765,7.032,3.938,4.219,0.306,0.802,0.101,0.32,0.388,0.369,0.386,0.267,0.014,0.165,0.259,0.163,0.222,0.941,1.717,1.839,2.33,2.33,4.415,4.047,0
Negative_5,2.708,6.458,2.083,4.792,7.917,3.333,8.125,2.855,6.809,2.196,0.237,0.723,0.135,0.229,0.315,0.406,0.296,0.29,0.048,0.203,0.299,0.207,0.24,0.833,3.182,1.026,2.361,3.901,1.642,4.004,0
Positive_110,1.471,6.863,0.98,3.431,1.961,5.392,3.922,1.535,7.16,1.022,0.199,0.784,0.113,0.4,0.478,0.341,0.434,0.295,0.02,0.177,0.179,0.113,0.16,0.735,3.379,0.483,1.689,0.966,2.655,1.931,1
Positive_42,2.649,8.278,1.325,4.305,5.629,4.305,5.298,3.254,10.17,1.628,0.268,0.732,0.156,0.298,0.394,0.315,0.377,0.302,0.043,0.223,0.282,0.153,0.219,1.325,4.002,0.641,2.081,2.721,2.081,2.561,1
Positive_1,3.683,3.499,1.197,6.446,5.709,4.88,5.801,2.655,2.523,0.863,0.251,0.846,0.075,0.397,0.444,0.361,0.444,0.221,0.016,0.126,0.179,0.133,0.154,0.276,1.95,0.667,3.592,3.181,2.719,3.232,1
Negative_177,4.331,4.724,1.181,1.181,5.118,9.843,11.024,2.097,2.288,0.572,0.335,0.752,0.122,0.425,0.484,0.264,0.48,0.182,0.032,0.186,0.158,0.146,0.123,1.181,2.484,0.621,0.621,2.691,5.175,5.796,0
Negative_230,0.254,4.061,2.03,1.777,2.284,10.406,7.107,0.174,2.778,1.389,0.239,0.744,0.119,0.421,0.482,0.327,0.431,0.272,0.046,0.183,0.16,0.148,0.153,2.03,2.002,1.001,0.876,1.126,5.129,3.503,0
Negative_165,0.737,3.686,2.211,2.948,3.686,6.88,8.6,0.653,3.268,1.96,0.273,0.769,0.13,0.324,0.383,0.405,0.373,0.236,0.042,0.155,0.202,0.155,0.175,0.737,1.901,1.14,1.521,1.901,3.549,4.436,0
Negative_167,1.466,5.572,1.173,1.466,1.76,19.355,6.158,0.876,3.33,0.701,0.328,0.774,0.091,0.499,0.566,0.249,0.516,0.203,0.038,0.121,0.121,0.076,0.106,0.587,2.866,0.603,0.754,0.905,9.954,3.167,0
Negative_139,2.415,2.899,1.449,3.865,6.763,8.213,10.628,1.516,1.82,0.91,0.343,0.758,0.087,0.42,0.464,0.275,0.478,0.204,0.019,0.131,0.136,0.107,0.112,1.932,1.487,0.743,1.982,3.468,4.212,5.451,0
Negative_37,1.794,2.242,4.484,0.448,6.278,9.417,5.83,1.355,1.693,3.387,0.283,0.789,0.085,0.399,0.466,0.291,0.435,0.275,0.014,0.131,0.185,0.126,0.153,1.794,1.165,2.329,0.233,3.261,4.892,3.029,0
Negative_181,2.426,3.813,2.08,2.773,7.106,7.626,12.825,1.535,2.413,1.316,0.326,0.763,0.102,0.409,0.468,0.295,0.452,0.229,0.035,0.149,0.177,0.148,0.146,0.347,2.028,1.106,1.475,3.78,4.057,6.822,0
Negative_120,3.25,3.875,1.875,1.625,5.375,7.875,9.875,2.093,2.495,1.207,0.324,0.78,0.096,0.411,0.469,0.271,0.484,0.238,0.03,0.148,0.183,0.143,0.15,0.5,2.007,0.971,0.842,2.784,4.079,5.116,0
Positive_203,4.827,6.484,1.441,4.755,10.375,3.53,6.124,2.524,3.39,0.753,0.211,0.664,0.177,0.231,0.311,0.424,0.274,0.312,0.061,0.245,0.296,0.229,0.261,0.288,3.302,0.734,2.422,5.284,1.798,3.119,1
Positive_104,3.072,7.167,0.0,6.143,8.191,3.072,5.119,3.254,7.592,0.0,0.184,0.683,0.154,0.229,0.3,0.389,0.283,0.366,0.048,0.219,0.318,0.233,0.277,0.683,3.264,0.0,2.797,3.73,1.399,2.331,1
Positive_116,5.818,7.39,0.943,5.189,2.673,4.717,5.189,5.415,6.878,0.878,0.244,0.8,0.115,0.297,0.381,0.362,0.371,0.255,0.019,0.176,0.239,0.213,0.2,0.314,3.707,0.473,2.603,1.341,2.366,2.603,1
Negative_47,0.992,5.289,6.446,1.488,6.777,10.579,5.95,0.465,2.481,3.023,0.253,0.719,0.111,0.385,0.502,0.253,0.412,0.222,0.026,0.146,0.172,0.121,0.164,0.496,2.641,3.218,0.743,3.383,5.282,2.971,0
Negative_194,1.22,2.439,3.049,1.22,0.61,8.537,10.366,0.9,1.799,2.249,0.305,0.829,0.098,0.366,0.421,0.421,0.415,0.178,0.0,0.135,0.153,0.141,0.123,1.22,1.333,1.667,0.667,0.333,4.667,5.666,0
